id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
362127,391486,362127,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 2, 2 (35)",,Խմբ․՝ Ռոբերտ Ղազարյան,,Երևան,2022,2022,Գիրք,Երևան,«Վառմ» տպ.,pdf,178 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/391486/edition/362127
362128,391487,362128,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 3, 1 (36)",,Խմբ․՝ Ռոբերտ Ղազարյան,,Երևան,2023,2023,Գիրք,Երևան,«Վառմ» տպ.,pdf,189 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/391487/edition/362128
369959,399757,369959,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 3, 2",,,Խմբ․՝ Ռոբերտ Ղազարյան,Երևան,2023,2023,Գիրք,Երևան,«Վառմ» տպ.,pdf,160 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/399757/edition/369959
325481,353301,325481,Բարեպաշտ արքաների աշխարհակալությունը. Հարյուրամյա կայսրություն Տիգրան Մեծից առաջ,"Մովսիսյան, Արտակ",,,Երևան,1997,1997,Գիրք,Երևան,Ապոլոն,pdf,32 էջ,,AII/84722,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/353301/edition/325481
9870,11282,9870,Բյուզանդական աղբյուրներ,Կոստանդին Ծիրանածին,ՀՍՍՀ ԳԱ պատմության ինստիտուտ,Խմբ.՝ Ս. Մ. Կրկաշարյան,Երևան,1970,1970,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,365 էջ,,AII/45466 ; AII/45467,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Պատմություն,https://arar.sci.am/dlibra/publication/11282/edition/9870
9967,11339,9967,Բյուզանդական աղբյուրներ,Թեոփանես Խոստովանող,ՀՍՍՀ ԳԱ պատմության ինստիտուտ,Խմբ.՝ Ս. Մ. Կրկյաշարյան ; Թարգմ․՝ Հրաչ Բարթիկյան,Երևան,1983,1983,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,361 էջ,,AII/69693,hy,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Հայ ժողովրդի պատմություն,https://arar.sci.am/dlibra/publication/11339/edition/9967
10019,11343,10019,Բյուզանդական աղբյուրներ,Թեոփանեսի Շարունակող,ՀԽՍՀ ԳԱ պատմության ինստիտուտ,Խմբ.՝ Ս. Մ. Կրկյաշարյան ; Թարգմ․՝ Հրաչ Բարթիկյան,Երևան,1990,1990,Գիրք,Երևան,ՀԽՍՀ ԳԱ հրատ.,pdf,438 էջ,,AII/81489 ; AII/82266,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Պատմություն,https://arar.sci.am/dlibra/publication/11343/edition/10019
9941,11333,9941,Բյուզանդական աղբյուրներ,Հովհաննես Սկիլիցես,ՀՍՍՀ ԳԱ պատմության ինստիտուտ,Խմբ.՝ Ս. Մ. Կրկյաշարյան ; Թարգմ․՝ Հրաչ Բարթիկյան,Երևան,1979,1979,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,437 էջ,,AII/68395,hy,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Հայոց պատմություն,https://arar.sci.am/dlibra/publication/11333/edition/9941
347564,378297,347564,Բյուզանդական աղբյուրներ,"Ատտալիատես, Միքայել",ՀՀ ԳԱԱ Պատմության ինստիտուտ,"Թարգմ․ բնագրից, ծանոթագր․՝ Հրաչ Բարթիկյանի",Երևան,2015,2015,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,314 էջ,,,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Բյուզանդական աղբյուրներ Աղբյուրագիտություն,https://arar.sci.am/dlibra/publication/378297/edition/347564
9869,11272,9869,Բյուզանդական աղբյուրներ,Պրոկոպիոս Կեսարացի,ՀՍՍՀ ԳԱ պատմության ինստիտուտ,Խմբ.՝ Գ. Խ. Սարգսյան ; Թարգմ․՝ Հրաչ Բարթիկյան,Երևան,1967,1967,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,362 էջ,,AII/40745 ; AII/40746,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Հայ ժողովրդի պատմություն Աղբյուրագիտություն,https://arar.sci.am/dlibra/publication/11272/edition/9869
